0,74,34.36
1,72,34.32
4.5,69,34.4
7.5,73,34.56
12.5,73,34.56
17,75,34.6
21.5,74,34.72
26,78,34.88
30.5,81,35.4
35,104,36.24
39.5,97,36.48
44,94,36.32
48.5,91,36.72
53.5,94,36.64
56.5,93,36.68
59.5,88,36.44
62,84,36.4
